Airwallex AUD Transactions,,,,,,,,,,
For the period 1 January 2025 to 31 May 2025,,,,,,,,,,
,,,,,,,,,,
Date,Source,Description,Reference,Currency,Spend (Source),Receive (Source),Spend (AUD),Receive (AUD),,
9-Apr-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,304.75,0,304.75,,
9-Apr-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,841.68,0,841.68,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
10-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
10-Apr-25,Spend Money,Adobe,Cullan Chapman; Cullan Chapman; ************5520,AUD,0,119.89,0,119.89,,
10-Apr-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,31.04,0,31.04,,
10-Apr-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,32.61,0,32.61,,
10-Apr-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,48.76,0,48.76,,
10-Apr-25,Spend Money,Unknown,Rhyland Horthy Banks; Rhyland - Business Card; ************9233,AUD,0,16.67,0,16.67,,
10-Apr-25,Spend Money,JB HIFI,,AUD,0,84,0,84,,
10-Apr-25,Spend Money,DoronStudio,,AUD,0,138.87,0,138.87,,
11-Apr-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,47.24,0,47.24,,
11-Apr-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,14.55,0,14.55,,
12-Apr-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,452.1,0,452.1,,
12-Apr-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,161.23,0,161.23,,
13-Apr-25,Spend Money,Unknown,Cullan Chapman; Cullan Chapman; ************5520,AUD,0,18.18,0,18.18,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Payable Payment,Payment: Wesley Lewis,Wesley Wage,AUD,0,"1,730.76",0,"1,730.76",,
14-Apr-25,Payable Payment,Payment: Irene Roach,HD 712778470,AUD,0,150,0,150,,
14-Apr-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,Pay for Contractors; ants Label Pty Ltd,AUD,"5,000.00",0,"5,000.00",0,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Unknown,Rhyland Horthy Banks; Staff Card @ HOM; ************1775,AUD,0,584.55,0,584.55,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
14-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
14-Apr-25,Payable Payment,Payment: Cullan Chapman,Cullan Wage,AUD,0,"1,465.81",0,"1,465.81",,
14-Apr-25,Payable Payment,Payment: Nick Green Studios,Nick Green,AUD,0,"1,597.27",0,"1,597.27",,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,13.73,0,13.73,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
15-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
15-Apr-25,Spend Money,Etsy,,AUD,0,224.87,0,224.87,,
15-Apr-25,Spend Money,Shopify,,AUD,0,"2,052.60",0,"2,052.60",,
16-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
16-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,13.73,0,13.73,,
16-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
